r,t,y,AnnualFixedOperatingCost
"Greece","GRMSOC1P00",2023,0
"Greece","GRMSOC1P00",2024,0
"Greece","GRMSOC1P00",2025,0
"Greece","GRMSOC1P00",2026,0
"Greece","GRMSOC1P00",2027,0
"Greece","GRMSOC1P00",2028,0
"Greece","GRMSOC1P00",2029,0
"Greece","GRMSOC1P00",2030,0
"Greece","GRMSOC1P00",2031,0
"Greece","GRMSOC1P00",2032,0
"Greece","GRMSOC1P00",2033,0
"Greece","GRMSOC1P00",2034,0
"Greece","GRMSOC1P00",2035,0
"Greece","GRMSOC1P00",2036,0
"Greece","GRMSOC1P00",2037,0
"Greece","GRMSOC1P00",2038,0
"Greece","GRMSOC1P00",2039,0
"Greece","GRMSOC1P00",2040,0
"Greece","GRMSOC1P00",2041,0
"Greece","GRMSOC1P00",2042,0
"Greece","GRMSOC1P00",2043,0
"Greece","GRMSOC1P00",2044,0
"Greece","GRMSOC1P00",2045,0
"Greece","GRMSOC1P00",2046,0
"Greece","GRMSOC1P00",2047,0
"Greece","GRMSOC1P00",2048,0
"Greece","GRMSOC1P00",2049,0
"Greece","GRMSOC1P00",2050,0
"Greece","GRMSOU1P03",2019,61.4922
"Greece","GRMSOU1P03",2020,70.4418
"Greece","GRMSOU1P03",2021,83.3412
"Greece","GRMSOU1P03",2022,96.9147
"Greece","GRMSOU1P03",2023,109.4382
"Greece","GRMSOU1P03",2024,120.9117
"Greece","GRMSOU1P03",2025,131.3981
"Greece","GRMSOU1P03",2026,140.7786
"Greece","GRMSOU1P03",2027,149.1091
"Greece","GRMSOU1P03",2028,156.3896
"Greece","GRMSOU1P03",2029,161.01
"Greece","GRMSOU1P03",2030,154.26
"Greece","GRMSOU1P03",2031,164.8725
"Greece","GRMSOU1P03",2032,175.14
"Greece","GRMSOU1P03",2033,185.0625
"Greece","GRMSOU1P03",2034,194.64
"Greece","GRMSOU1P03",2035,203.8725
"Greece","GRMSOU1P03",2036,212.895
"Greece","GRMSOU1P03",2037,221.445
"Greece","GRMSOU1P03",2038,229.65
"Greece","GRMSOU1P03",2039,237.51
"Greece","GRMSOU1P03",2040,245.025
"Greece","GRMSOU1P03",2041,252.195
"Greece","GRMSOU1P03",2042,259.02
"Greece","GRMSOU1P03",2043,265.6875
"Greece","GRMSOU1P03",2044,271.83
"Greece","GRMSOU1P03",2045,277.6275
"Greece","GRMSOU1P03",2046,283.08
"Greece","GRMSOU1P03",2047,288.1875
"Greece","GRMSOU1P03",2048,292.95
"Greece","GRMSOU1P03",2049,266.624
"Greece","GRMSOU1P03",2050,265.7298
"Greece","GRMSOV1F01",2019,11.3324
"Greece","GRMSOV1F01",2020,11.5541
"Greece","GRMSOV1F01",2021,12.2811
"Greece","GRMSOV1F01",2022,18.2736
"Greece","GRMSOV1F01",2023,23.9008
"Greece","GRMSOV1F01",2024,29.1458
"Greece","GRMSOV1F01",2025,34.0305
"Greece","GRMSOV1F01",2026,38.528
"Greece","GRMSOV1F01",2027,42.6702
"Greece","GRMSOV1F01",2028,46.4202
"Greece","GRMSOV1F01",2029,49.8199
"Greece","GRMSOV1F01",2030,52.8224
"Greece","GRMSOV1F01",2031,54.1158
"Greece","GRMSOV1F01",2032,55.3632
"Greece","GRMSOV1F01",2033,56.5948
"Greece","GRMSOV1F01",2034,57.7512
"Greece","GRMSOV1F01",2035,58.8616
"Greece","GRMSOV1F01",2036,59.926
"Greece","GRMSOV1F01",2037,60.9444
"Greece","GRMSOV1F01",2038,61.9168
"Greece","GRMSOV1F01",2039,62.8794
"Greece","GRMSOV1F01",2040,63.7608
"Greece","GRMSOV1F01",2041,64.5962
"Greece","GRMSOV1F01",2042,65.3856
"Greece","GRMSOV1F01",2043,65.8
"Greece","GRMSOV1F01",2044,64.88
"Greece","GRMSOV1F01",2045,63.96
"Greece","GRMSOV1F01",2046,63.08
"Greece","GRMSOV1F01",2047,62.16
"Greece","GRMSOV1F01",2048,61.24
"Greece","GRMSOV1F01",2049,55.6452
"Greece","GRMSOV1F01",2050,55.9845
"Greece","GRMWIP00",2019,89.167
"Greece","GRMWIP00",2020,101.4756
"Greece","GRMWIP00",2021,107.8623
"Greece","GRMWIP00",2022,128.38
"Greece","GRMWIP00",2023,148.8396
"Greece","GRMWIP00",2024,169.1972
"Greece","GRMWIP00",2025,189.3749
"Greece","GRMWIP00",2026,209.52
"Greece","GRMWIP00",2027,229.4682
"Greece","GRMWIP00",2028,249.4008
"Greece","GRMWIP00",2029,269.2314
"Greece","GRMWIP00",2030,287.88
"Greece","GRMWIP00",2031,308.2715
"Greece","GRMWIP00",2032,328.663
"Greece","GRMWIP00",2033,349.0545
"Greece","GRMWIP00",2034,369.446
"Greece","GRMWIP00",2035,389.8375
"Greece","GRMWIP00",2036,410.229
"Greece","GRMWIP00",2037,430.6205
"Greece","GRMWIP00",2038,444.898853035689
"Greece","GRMWIP00",2039,444.898853035689
"Greece","GRMWIP00",2040,444.898853035689
"Greece","GRMWIP00",2041,442.858883305221
"Greece","GRMWIP00",2042,440.633461781075
"Greece","GRMWIP00",2043,438.593492050607
"Greece","GRMWIP00",2044,436.36807052646
"Greece","GRMWIP00",2045,434.328100795992
"Greece","GRMWIP00",2046,432.288131065524
"Greece","GRMWIP00",2047,430.062709541377
"Greece","GRMWIP00",2048,428.022739810909
"Greece","GRMWIP00",2049,354.391718286762
"Greece","GRMWIP00",2050,352.465348556294
"Greece","GRMWIP01",2019,0
"Greece","GRMWIP01",2020,0
"Greece","GRMWIP01",2021,0
"Greece","GRMWIP01",2022,0
"Greece","GRMWIP01",2023,0
"Greece","GRMWIP01",2024,0
"Greece","GRMWIP01",2025,0
"Greece","GRMWIP01",2026,0
"Greece","GRMWIP01",2027,0
"Greece","GRMWIP01",2028,0
"Greece","GRMWIP01",2029,0
"Greece","GRMWIP01",2030,12.397
"Greece","GRMWIP01",2031,17.595
"Greece","GRMWIP01",2032,26.22
"Greece","GRMWIP01",2033,34.73
"Greece","GRMWIP01",2034,43.125
"Greece","GRMWIP01",2035,51.405
"Greece","GRMWIP01",2036,59.57
"Greece","GRMWIP01",2037,67.64
"Greece","GRMWIP01",2038,75.5775
"Greece","GRMWIP01",2039,83.4
"Greece","GRMWIP01",2040,91.1075
"Greece","GRMWIP01",2041,99.06
"Greece","GRMWIP01",2042,98.7
"Greece","GRMWIP01",2043,98.37
"Greece","GRMWIP01",2044,98.01
"Greece","GRMWIP01",2045,97.68
"Greece","GRMWIP01",2046,97.35
"Greece","GRMWIP01",2047,96.99
"Greece","GRMWIP01",2048,96.66
"Greece","GRMWIP01",2049,96.3
"Greece","GRMWIP01",2050,95.97
"Greece","GRNG00I00",2019,0
"Greece","GRNG00I00",2020,0
"Greece","GRNG00I00",2021,0
"Greece","GRNG00I00",2022,0
"Greece","GRNG00I00",2023,0
"Greece","GRNG00I00",2024,0
"Greece","GRNG00I00",2025,0
"Greece","GRNG00I00",2026,0
"Greece","GRNG00I00",2027,0
"Greece","GRNG00I00",2028,0
"Greece","GRNG00I00",2029,0
"Greece","GRNG00I00",2030,0
"Greece","GRNG00I00",2031,0
"Greece","GRNG00I00",2032,0
"Greece","GRNG00I00",2033,0
"Greece","GRNG00I00",2034,0
"Greece","GRNG00I00",2035,0
"Greece","GRNG00I00",2036,0
"Greece","GRNG00I00",2037,0
"Greece","GRNG00I00",2038,0
"Greece","GRNG00I00",2039,0
"Greece","GRNG00I00",2040,0
"Greece","GRNG00I00",2041,0
"Greece","GRNG00I00",2042,0
"Greece","GRNG00I00",2043,0
"Greece","GRNG00I00",2044,0
"Greece","GRNG00I00",2045,0
"Greece","GRNG00I00",2046,0
"Greece","GRNG00I00",2047,0
"Greece","GRNG00I00",2048,0
"Greece","GRNG00I00",2049,0
"Greece","GRNG00I00",2050,0
"Greece","NGCHPPWR",2019,0
"Greece","NGCHPPWR",2020,0
"Greece","NGCHPPWR",2021,0
"Greece","NGCHPPWR",2022,0
"Greece","NGCHPPWR",2023,0
"Greece","NGCHPPWR",2024,0
"Greece","NGCHPPWR",2025,0
"Greece","NGCHPPWR",2026,0
"Greece","NGCHPPWR",2027,0
"Greece","NGCHPPWR",2028,0
"Greece","NGCHPPWR",2029,0
"Greece","NGCHPPWR",2030,0
"Greece","NGCHPPWR",2031,0
"Greece","NGCHPPWR",2032,0
"Greece","NGCHPPWR",2033,0
"Greece","NGCHPPWR",2034,0
"Greece","NGCHPPWR",2035,0
"Greece","NGCHPPWR",2036,0
"Greece","NGCHPPWR",2037,0
"Greece","NGCHPPWR",2038,0
"Greece","NGCHPPWR",2039,0
"Greece","NGCHPPWR",2040,0
"Greece","NGCHPPWR",2041,0
"Greece","NGCHPPWR",2042,0
"Greece","NGCHPPWR",2043,0
"Greece","NGCHPPWR",2044,0
"Greece","NGCHPPWR",2045,0
"Greece","NGCHPPWR",2046,0
"Greece","NGCHPPWR",2047,0
"Greece","NGCHPPWR",2048,0
"Greece","NGCHPPWR",2049,0
"Greece","NGCHPPWR",2050,0
"Greece","NGSPROD",2019,0
"Greece","NGSPROD",2020,0
"Greece","NGSPROD",2021,0
"Greece","NGSPROD",2022,0
"Greece","NGSPROD",2023,0
"Greece","NGSPROD",2024,0
"Greece","NGSPROD",2025,0
"Greece","NGSPROD",2026,0
"Greece","NGSPROD",2027,0
"Greece","NGSPROD",2028,0
"Greece","NGSPROD",2029,0
"Greece","NGSPROD",2030,0
"Greece","NGSPROD",2031,0
"Greece","NGSPROD",2032,0
"Greece","NGSPROD",2033,0
"Greece","NGSPROD",2034,0
"Greece","NGSPROD",2035,0
"Greece","NGSPROD",2036,0
"Greece","NGSPROD",2037,0
"Greece","NGSPROD",2038,0
"Greece","NGSPROD",2039,0
"Greece","NGSPROD",2040,0
"Greece","NGSPROD",2041,0
"Greece","NGSPROD",2042,0
"Greece","NGSPROD",2043,0
"Greece","NGSPROD",2044,0
"Greece","NGSPROD",2045,0
"Greece","NGSPROD",2046,0
"Greece","NGSPROD",2047,0
"Greece","NGSPROD",2048,0
"Greece","NGSPROD",2049,0
"Greece","NGSPROD",2050,0
"Greece","OILPROD",2019,0
"Greece","OILPROD",2020,0
"Greece","OILPROD",2021,0
"Greece","OILPROD",2022,0
"Greece","OILPROD",2023,0
"Greece","OILPROD",2024,0
"Greece","OILPROD",2025,0
"Greece","OILPROD",2026,0
"Greece","OILPROD",2027,0
"Greece","OILPROD",2028,0
"Greece","OILPROD",2029,0
"Greece","OILPROD",2030,0
"Greece","OILPROD",2031,0
"Greece","OILPROD",2032,0
"Greece","OILPROD",2033,0
"Greece","OILPROD",2034,0
"Greece","OILPROD",2035,0
"Greece","OILPROD",2036,0
"Greece","OILPROD",2037,0
"Greece","OILPROD",2038,0
"Greece","OILPROD",2039,0
"Greece","OILPROD",2040,0
"Greece","OILPROD",2041,0
"Greece","OILPROD",2042,0
"Greece","OILPROD",2043,0
"Greece","OILPROD",2044,0
"Greece","OILPROD",2045,0
"Greece","OILPROD",2046,0
"Greece","OILPROD",2047,0
"Greece","OILPROD",2048,0
"Greece","OILPROD",2049,0
"Greece","OILPROD",2050,0
"Greece","PUMP",2019,0
"Greece","PUMP",2020,0
"Greece","PUMP",2021,0
"Greece","PUMP",2022,0
"Greece","PUMP",2023,0
"Greece","PUMP",2024,0
"Greece","PUMP",2025,0
"Greece","PUMP",2026,0
"Greece","PUMP",2027,0
"Greece","PUMP",2028,0
"Greece","PUMP",2029,0
"Greece","PUMP",2030,0
"Greece","PUMP",2031,0
"Greece","PUMP",2032,0
"Greece","PUMP",2033,0
"Greece","PUMP",2034,0
"Greece","PUMP",2035,0
"Greece","PUMP",2036,0
"Greece","PUMP",2037,0
"Greece","PUMP",2038,0
"Greece","PUMP",2039,0
"Greece","PUMP",2040,0
"Greece","PUMP",2041,0
"Greece","PUMP",2042,0
"Greece","PUMP",2043,0
"Greece","PUMP",2044,0
"Greece","PUMP",2045,0
"Greece","PUMP",2046,0
"Greece","PUMP",2047,0
"Greece","PUMP",2048,0
"Greece","PUMP",2049,0
"Greece","PUMP",2050,0
"Greece","PWRHYDR",2019,0
"Greece","PWRHYDR",2020,0
"Greece","PWRHYDR",2021,0
"Greece","PWRHYDR",2022,0
"Greece","PWRHYDR",2023,0
"Greece","PWRHYDR",2024,0
"Greece","PWRHYDR",2025,0
"Greece","PWRHYDR",2026,0
"Greece","PWRHYDR",2027,0
"Greece","PWRHYDR",2028,0
"Greece","PWRHYDR",2029,0
"Greece","PWRHYDR",2030,0
"Greece","PWRHYDR",2031,0
"Greece","PWRHYDR",2032,0
"Greece","PWRHYDR",2033,0
"Greece","PWRHYDR",2034,0
"Greece","PWRHYDR",2035,0
"Greece","PWRHYDR",2036,0
"Greece","PWRHYDR",2037,0
"Greece","PWRHYDR",2038,0
"Greece","PWRHYDR",2039,0
"Greece","PWRHYDR",2040,0
"Greece","PWRHYDR",2041,0
"Greece","PWRHYDR",2042,0
"Greece","PWRHYDR",2043,0
"Greece","PWRHYDR",2044,0
"Greece","PWRHYDR",2045,0
"Greece","PWRHYDR",2046,0
"Greece","PWRHYDR",2047,0
"Greece","PWRHYDR",2048,0
"Greece","PWRHYDR",2049,0
"Greece","PWRHYDR",2050,0
