r,t,y,AnnualFixedOperatingCost
"Greece","GRMSOC1P00",2027,0
"Greece","GRMSOC1P00",2028,0
"Greece","GRMSOC1P00",2029,0
"Greece","GRMSOC1P00",2030,0
"Greece","GRMSOC1P00",2031,0
"Greece","GRMSOC1P00",2032,0
"Greece","GRMSOC1P00",2033,0
"Greece","GRMSOC1P00",2034,0
"Greece","GRMSOC1P00",2035,0
"Greece","GRMSOC1P00",2036,0
"Greece","GRMSOC1P00",2037,0
"Greece","GRMSOC1P00",2038,0
"Greece","GRMSOC1P00",2039,0
"Greece","GRMSOC1P00",2040,0
"Greece","GRMSOC1P00",2041,0
"Greece","GRMSOC1P00",2042,0
"Greece","GRMSOC1P00",2043,0
"Greece","GRMSOC1P00",2044,0
"Greece","GRMSOC1P00",2045,0
"Greece","GRMSOC1P00",2046,0
"Greece","GRMSOC1P00",2047,0
"Greece","GRMSOC1P00",2048,0
"Greece","GRMSOC1P00",2049,32.4
"Greece","GRMSOC1P00",2050,32.5
"Greece","GRMSOU1P03",2019,61.4922
"Greece","GRMSOU1P03",2020,70.4418
"Greece","GRMSOU1P03",2021,83.3412
"Greece","GRMSOU1P03",2022,96.9147
"Greece","GRMSOU1P03",2023,109.4382
"Greece","GRMSOU1P03",2024,120.9117
"Greece","GRMSOU1P03",2025,131.3981
"Greece","GRMSOU1P03",2026,140.7786
"Greece","GRMSOU1P03",2027,149.1091
"Greece","GRMSOU1P03",2028,156.3896
"Greece","GRMSOU1P03",2029,161.01
"Greece","GRMSOU1P03",2030,154.26
"Greece","GRMSOU1P03",2031,164.8725
"Greece","GRMSOU1P03",2032,162.63
"Greece","GRMSOU1P03",2033,160.3875
"Greece","GRMSOU1P03",2034,168.991571767924
"Greece","GRMSOU1P03",2035,178.587767112769
"Greece","GRMSOU1P03",2036,176.130649616533
"Greece","GRMSOU1P03",2037,173.561844961377
"Greece","GRMSOU1P03",2038,170.993040306222
"Greece","GRMSOU1P03",2039,168.424235651066
"Greece","GRMSOU1P03",2040,165.855430995911
"Greece","GRMSOU1P03",2041,163.286626340755
"Greece","GRMSOU1P03",2042,160.7178216856
"Greece","GRMSOU1P03",2043,158.260704189364
"Greece","GRMSOU1P03",2044,157.347917439428
"Greece","GRMSOU1P03",2045,156.18322721609
"Greece","GRMSOU1P03",2046,153.563085548716
"Greece","GRMSOU1P03",2047,160.880443881342
"Greece","GRMSOU1P03",2048,167.852802213967
"Greece","GRMSOU1P03",2049,143.640579749522
"Greece","GRMSOU1P03",2050,144.956238082148
"Greece","GRMSOV1F01",2019,11.3324
"Greece","GRMSOV1F01",2020,11.5541
"Greece","GRMSOV1F01",2021,12.2811
"Greece","GRMSOV1F01",2022,18.2736
"Greece","GRMSOV1F01",2023,23.9008
"Greece","GRMSOV1F01",2024,29.1458
"Greece","GRMSOV1F01",2025,34.0305
"Greece","GRMSOV1F01",2026,38.528
"Greece","GRMSOV1F01",2027,42.6702
"Greece","GRMSOV1F01",2028,46.4202
"Greece","GRMSOV1F01",2029,49.8199
"Greece","GRMSOV1F01",2030,52.8224
"Greece","GRMSOV1F01",2031,54.1158
"Greece","GRMSOV1F01",2032,55.3632
"Greece","GRMSOV1F01",2033,56.5948
"Greece","GRMSOV1F01",2034,57.7512
"Greece","GRMSOV1F01",2035,58.8616
"Greece","GRMSOV1F01",2036,59.926
"Greece","GRMSOV1F01",2037,60.9444
"Greece","GRMSOV1F01",2038,61.9168
"Greece","GRMSOV1F01",2039,62.8794
"Greece","GRMSOV1F01",2040,63.7608
"Greece","GRMSOV1F01",2041,64.5962
"Greece","GRMSOV1F01",2042,65.3856
"Greece","GRMSOV1F01",2043,65.8
"Greece","GRMSOV1F01",2044,64.88
"Greece","GRMSOV1F01",2045,63.96
"Greece","GRMSOV1F01",2046,63.08
"Greece","GRMSOV1F01",2047,62.16
"Greece","GRMSOV1F01",2048,61.24
"Greece","GRMSOV1F01",2049,55.6452
"Greece","GRMSOV1F01",2050,55.9845
"Greece","GRMWIP00",2019,89.167
"Greece","GRMWIP00",2020,101.4756
"Greece","GRMWIP00",2021,107.8623
"Greece","GRMWIP00",2022,128.38
"Greece","GRMWIP00",2023,148.8396
"Greece","GRMWIP00",2024,169.1972
"Greece","GRMWIP00",2025,189.3749
"Greece","GRMWIP00",2026,209.52
"Greece","GRMWIP00",2027,229.4682
"Greece","GRMWIP00",2028,249.4008
"Greece","GRMWIP00",2029,269.2314
"Greece","GRMWIP00",2030,287.88
"Greece","GRMWIP00",2031,308.2715
"Greece","GRMWIP00",2032,328.663
"Greece","GRMWIP00",2033,349.0545
"Greece","GRMWIP00",2034,369.446
"Greece","GRMWIP00",2035,389.8375
"Greece","GRMWIP00",2036,402.834067041806
"Greece","GRMWIP00",2037,414.611453460401
"Greece","GRMWIP00",2038,432.661909636528
"Greece","GRMWIP00",2039,442.526080504147
"Greece","GRMWIP00",2040,448.332916214662
"Greece","GRMWIP00",2041,448.391019859142
"Greece","GRMWIP00",2042,446.13779865382
"Greece","GRMWIP00",2043,444.072345882275
"Greece","GRMWIP00",2044,442.529347158175
"Greece","GRMWIP00",2045,440.460574179535
"Greece","GRMWIP00",2046,438.391801200895
"Greece","GRMWIP00",2047,436.134957951469
"Greece","GRMWIP00",2048,441.087549570062
"Greece","GRMWIP00",2049,367.388600092229
"Greece","GRMWIP00",2050,365.399963070881
"Greece","GRMWIP01",2019,0
"Greece","GRMWIP01",2020,0
"Greece","GRMWIP01",2021,0
"Greece","GRMWIP01",2022,0
"Greece","GRMWIP01",2023,0
"Greece","GRMWIP01",2024,0
"Greece","GRMWIP01",2025,0
"Greece","GRMWIP01",2026,0
"Greece","GRMWIP01",2027,0
"Greece","GRMWIP01",2028,0
"Greece","GRMWIP01",2029,0
"Greece","GRMWIP01",2030,5.76720516945991
"Greece","GRMWIP01",2031,14.5272557852426
"Greece","GRMWIP01",2032,23.1723064010254
"Greece","GRMWIP01",2033,31.7023570168081
"Greece","GRMWIP01",2034,40.1174076325908
"Greece","GRMWIP01",2035,48.4174582483735
"Greece","GRMWIP01",2036,48.0925088641563
"Greece","GRMWIP01",2037,47.7816877140354
"Greece","GRMWIP01",2038,47.4567383298181
"Greece","GRMWIP01",2039,50.8326541353521
"Greece","GRMWIP01",2040,58.7646891937715
"Greece","GRMWIP01",2041,66.824575526059
"Greece","GRMWIP01",2042,72.0468972896328
"Greece","GRMWIP01",2043,73.7775
"Greece","GRMWIP01",2044,81.675
"Greece","GRMWIP01",2045,81.4
"Greece","GRMWIP01",2046,81.125
"Greece","GRMWIP01",2047,80.825
"Greece","GRMWIP01",2048,88.605
"Greece","GRMWIP01",2049,96.3
"Greece","GRMWIP01",2050,95.97
"Greece","GRNG00I00",2019,0
"Greece","GRNG00I00",2020,0
"Greece","GRNG00I00",2021,0
"Greece","GRNG00I00",2022,0
"Greece","GRNG00I00",2023,0
"Greece","GRNG00I00",2024,0
"Greece","GRNG00I00",2025,0
"Greece","GRNG00I00",2026,0
"Greece","GRNG00I00",2027,0
"Greece","GRNG00I00",2028,0
"Greece","GRNG00I00",2029,0
"Greece","GRNG00I00",2030,0
"Greece","GRNG00I00",2031,0
"Greece","GRNG00I00",2032,0
"Greece","GRNG00I00",2033,0
"Greece","GRNG00I00",2034,0
"Greece","GRNG00I00",2035,0
"Greece","GRNG00I00",2036,0
"Greece","GRNG00I00",2037,0
"Greece","GRNG00I00",2038,0
"Greece","GRNG00I00",2039,0
"Greece","GRNG00I00",2040,0
"Greece","GRNG00I00",2041,0
"Greece","GRNG00I00",2042,0
"Greece","GRNG00I00",2043,0
"Greece","GRNG00I00",2044,0
"Greece","GRNG00I00",2045,0
"Greece","GRNG00I00",2046,0
"Greece","GRNG00I00",2047,0
"Greece","GRNG00I00",2048,0
"Greece","GRNG00I00",2049,0
"Greece","GRNG00I00",2050,0
"Greece","NGCHPPWR",2019,0
"Greece","NGCHPPWR",2020,0
"Greece","NGCHPPWR",2021,0
"Greece","NGCHPPWR",2022,0
"Greece","NGCHPPWR",2023,0
"Greece","NGCHPPWR",2024,0
"Greece","NGCHPPWR",2025,0
"Greece","NGCHPPWR",2026,0
"Greece","NGCHPPWR",2027,0
"Greece","NGCHPPWR",2028,0
"Greece","NGCHPPWR",2029,0
"Greece","NGCHPPWR",2030,0
"Greece","NGCHPPWR",2031,0
"Greece","NGCHPPWR",2032,0
"Greece","NGCHPPWR",2033,0
"Greece","NGCHPPWR",2034,0
"Greece","NGCHPPWR",2035,0
"Greece","NGCHPPWR",2036,0
"Greece","NGCHPPWR",2037,0
"Greece","NGCHPPWR",2038,0
"Greece","NGCHPPWR",2039,0
"Greece","NGCHPPWR",2040,0
"Greece","NGCHPPWR",2041,0
"Greece","NGCHPPWR",2042,0
"Greece","NGCHPPWR",2043,0
"Greece","NGCHPPWR",2044,0
"Greece","NGCHPPWR",2045,0
"Greece","NGCHPPWR",2046,0
"Greece","NGCHPPWR",2047,0
"Greece","NGCHPPWR",2048,0
"Greece","NGCHPPWR",2049,0
"Greece","NGCHPPWR",2050,0
"Greece","NGSPROD",2019,0
"Greece","NGSPROD",2020,0
"Greece","NGSPROD",2021,0
"Greece","NGSPROD",2022,0
"Greece","NGSPROD",2023,0
"Greece","NGSPROD",2024,0
"Greece","NGSPROD",2025,0
"Greece","NGSPROD",2026,0
"Greece","NGSPROD",2027,0
"Greece","NGSPROD",2028,0
"Greece","NGSPROD",2029,0
"Greece","NGSPROD",2030,0
"Greece","NGSPROD",2031,0
"Greece","NGSPROD",2032,0
"Greece","NGSPROD",2033,0
"Greece","NGSPROD",2034,0
"Greece","NGSPROD",2035,0
"Greece","NGSPROD",2036,0
"Greece","NGSPROD",2037,0
"Greece","NGSPROD",2038,0
"Greece","NGSPROD",2039,0
"Greece","NGSPROD",2040,0
"Greece","NGSPROD",2041,0
"Greece","NGSPROD",2042,0
"Greece","NGSPROD",2043,0
"Greece","NGSPROD",2044,0
"Greece","NGSPROD",2045,0
"Greece","NGSPROD",2046,0
"Greece","NGSPROD",2047,0
"Greece","NGSPROD",2048,0
"Greece","NGSPROD",2049,0
"Greece","NGSPROD",2050,0
"Greece","OILPROD",2019,0
"Greece","OILPROD",2020,0
"Greece","OILPROD",2021,0
"Greece","OILPROD",2022,0
"Greece","OILPROD",2023,0
"Greece","OILPROD",2024,0
"Greece","OILPROD",2025,0
"Greece","OILPROD",2026,0
"Greece","OILPROD",2027,0
"Greece","OILPROD",2028,0
"Greece","OILPROD",2029,0
"Greece","OILPROD",2030,0
"Greece","OILPROD",2031,0
"Greece","OILPROD",2032,0
"Greece","OILPROD",2033,0
"Greece","OILPROD",2034,0
"Greece","OILPROD",2035,0
"Greece","OILPROD",2036,0
"Greece","OILPROD",2037,0
"Greece","OILPROD",2038,0
"Greece","OILPROD",2039,0
"Greece","OILPROD",2040,0
"Greece","OILPROD",2041,0
"Greece","OILPROD",2042,0
"Greece","OILPROD",2043,0
"Greece","OILPROD",2044,0
"Greece","OILPROD",2045,0
"Greece","OILPROD",2046,0
"Greece","OILPROD",2047,0
"Greece","OILPROD",2048,0
"Greece","OILPROD",2049,0
"Greece","OILPROD",2050,0
"Greece","PUMP",2019,0
"Greece","PUMP",2020,0
"Greece","PUMP",2021,0
"Greece","PUMP",2022,0
"Greece","PUMP",2023,0
"Greece","PUMP",2024,0
"Greece","PUMP",2025,0
"Greece","PUMP",2026,0
"Greece","PUMP",2027,0
"Greece","PUMP",2028,0
"Greece","PUMP",2029,0
"Greece","PUMP",2030,0
"Greece","PUMP",2031,0
"Greece","PUMP",2032,0
"Greece","PUMP",2033,0
"Greece","PUMP",2034,0
"Greece","PUMP",2035,0
"Greece","PUMP",2036,0
"Greece","PUMP",2037,0
"Greece","PUMP",2038,0
"Greece","PUMP",2039,0
"Greece","PUMP",2040,0
"Greece","PUMP",2041,0
"Greece","PUMP",2042,0
"Greece","PUMP",2043,0
"Greece","PUMP",2044,0
"Greece","PUMP",2045,0
"Greece","PUMP",2046,0
"Greece","PUMP",2047,0
"Greece","PUMP",2048,0
"Greece","PUMP",2049,0
"Greece","PUMP",2050,0
"Greece","PWRHYDR",2019,0
"Greece","PWRHYDR",2020,0
"Greece","PWRHYDR",2021,0
"Greece","PWRHYDR",2022,0
"Greece","PWRHYDR",2023,0
"Greece","PWRHYDR",2024,0
"Greece","PWRHYDR",2025,0
"Greece","PWRHYDR",2026,0
"Greece","PWRHYDR",2027,0
"Greece","PWRHYDR",2028,0
"Greece","PWRHYDR",2029,0
"Greece","PWRHYDR",2030,0
"Greece","PWRHYDR",2031,0
"Greece","PWRHYDR",2032,0
"Greece","PWRHYDR",2033,0
"Greece","PWRHYDR",2034,0
"Greece","PWRHYDR",2035,0
"Greece","PWRHYDR",2036,0
"Greece","PWRHYDR",2037,0
"Greece","PWRHYDR",2038,0
"Greece","PWRHYDR",2039,0
"Greece","PWRHYDR",2040,0
"Greece","PWRHYDR",2041,0
"Greece","PWRHYDR",2042,0
"Greece","PWRHYDR",2043,0
"Greece","PWRHYDR",2044,0
"Greece","PWRHYDR",2045,0
"Greece","PWRHYDR",2046,0
"Greece","PWRHYDR",2047,0
"Greece","PWRHYDR",2048,0
"Greece","PWRHYDR",2049,0
"Greece","PWRHYDR",2050,0
