r,t,y,AnnualVariableOperatingCost
"Greece","GRMNGGCP00",2040,0
"Greece","GRMNGGCP00",2041,0
"Greece","GRMNGGCP00",2042,0
"Greece","GRMNGGCP00",2043,0
"Greece","GRMNGGCP00",2044,0
"Greece","GRMNGGCP00",2045,0
"Greece","GRMNGGCP00",2046,0
"Greece","GRMNGGCP00",2047,0
"Greece","GRMNGGCP00",2048,0
"Greece","GRMNGGCP00",2049,0
"Greece","GRMNGGCP00",2050,0
"Greece","GRMSOC1P00",2019,0
"Greece","GRMSOC1P00",2020,0
"Greece","GRMSOC1P00",2021,0
"Greece","GRMSOC1P00",2022,0
"Greece","GRMSOC1P00",2023,0
"Greece","GRMSOC1P00",2024,0
"Greece","GRMSOC1P00",2025,0
"Greece","GRMSOC1P00",2026,0
"Greece","GRMSOC1P00",2027,0
"Greece","GRMSOC1P00",2028,0
"Greece","GRMSOC1P00",2029,0
"Greece","GRMSOC1P00",2030,0
"Greece","GRMSOC1P00",2031,0
"Greece","GRMSOC1P00",2032,0
"Greece","GRMSOC1P00",2033,0
"Greece","GRMSOC1P00",2034,0
"Greece","GRMSOC1P00",2035,0
"Greece","GRMSOC1P00",2036,0
"Greece","GRMSOC1P00",2037,0
"Greece","GRMSOC1P00",2038,0
"Greece","GRMSOC1P00",2039,0
"Greece","GRMSOC1P00",2040,0
"Greece","GRMSOC1P00",2041,0
"Greece","GRMSOC1P00",2042,0
"Greece","GRMSOC1P00",2043,0
"Greece","GRMSOC1P00",2044,0
"Greece","GRMSOC1P00",2045,0
"Greece","GRMSOC1P00",2046,0
"Greece","GRMSOC1P00",2047,0
"Greece","GRMSOC1P00",2048,0
"Greece","GRMSOC1P00",2049,0
"Greece","GRMSOC1P00",2050,0
"Greece","GRMSOU1P03",2019,0
"Greece","GRMSOU1P03",2020,0
"Greece","GRMSOU1P03",2021,0
"Greece","GRMSOU1P03",2022,0
"Greece","GRMSOU1P03",2023,0
"Greece","GRMSOU1P03",2024,0
"Greece","GRMSOU1P03",2025,0
"Greece","GRMSOU1P03",2026,0
"Greece","GRMSOU1P03",2027,0
"Greece","GRMSOU1P03",2028,0
"Greece","GRMSOU1P03",2029,0
"Greece","GRMSOU1P03",2030,0
"Greece","GRMSOU1P03",2031,0
"Greece","GRMSOU1P03",2032,0
"Greece","GRMSOU1P03",2033,0
"Greece","GRMSOU1P03",2034,0
"Greece","GRMSOU1P03",2035,0
"Greece","GRMSOU1P03",2036,0
"Greece","GRMSOU1P03",2037,0
"Greece","GRMSOU1P03",2038,0
"Greece","GRMSOU1P03",2039,0
"Greece","GRMSOU1P03",2040,0
"Greece","GRMSOU1P03",2041,0
"Greece","GRMSOU1P03",2042,0
"Greece","GRMSOU1P03",2043,0
"Greece","GRMSOU1P03",2044,0
"Greece","GRMSOU1P03",2045,0
"Greece","GRMSOU1P03",2046,0
"Greece","GRMSOU1P03",2047,0
"Greece","GRMSOU1P03",2048,0
"Greece","GRMSOU1P03",2049,0
"Greece","GRMSOU1P03",2050,0
"Greece","GRMSOV1F01",2019,0
"Greece","GRMSOV1F01",2020,0
"Greece","GRMSOV1F01",2021,0
"Greece","GRMSOV1F01",2022,0
"Greece","GRMSOV1F01",2023,0
"Greece","GRMSOV1F01",2024,0
"Greece","GRMSOV1F01",2025,0
"Greece","GRMSOV1F01",2026,0
"Greece","GRMSOV1F01",2027,0
"Greece","GRMSOV1F01",2028,0
"Greece","GRMSOV1F01",2029,0
"Greece","GRMSOV1F01",2030,0
"Greece","GRMSOV1F01",2031,0
"Greece","GRMSOV1F01",2032,0
"Greece","GRMSOV1F01",2033,0
"Greece","GRMSOV1F01",2034,0
"Greece","GRMSOV1F01",2035,0
"Greece","GRMSOV1F01",2036,0
"Greece","GRMSOV1F01",2037,0
"Greece","GRMSOV1F01",2038,0
"Greece","GRMSOV1F01",2039,0
"Greece","GRMSOV1F01",2040,0
"Greece","GRMSOV1F01",2041,0
"Greece","GRMSOV1F01",2042,0
"Greece","GRMSOV1F01",2043,0
"Greece","GRMSOV1F01",2044,0
"Greece","GRMSOV1F01",2045,0
"Greece","GRMSOV1F01",2046,0
"Greece","GRMSOV1F01",2047,0
"Greece","GRMSOV1F01",2048,0
"Greece","GRMSOV1F01",2049,0
"Greece","GRMSOV1F01",2050,0
"Greece","GRMWIP00",2019,2.3087757888
"Greece","GRMWIP00",2020,2.6349463296
"Greece","GRMWIP00",2021,2.8076248512
"Greece","GRMWIP00",2022,3.3512424192
"Greece","GRMWIP00",2023,3.8948599872
"Greece","GRMWIP00",2024,4.4384775552
"Greece","GRMWIP00",2025,4.9820951232
"Greece","GRMWIP00",2026,5.5257126912
"Greece","GRMWIP00",2027,6.0693302592
"Greece","GRMWIP00",2028,6.6129478272
"Greece","GRMWIP00",2029,7.1565653952
"Greece","GRMWIP00",2030,7.67460096
"Greece","GRMWIP00",2031,7.81302174983242
"Greece","GRMWIP00",2032,8.18627318273676
"Greece","GRMWIP00",2033,8.4674017532052
"Greece","GRMWIP00",2034,8.6806566434452
"Greece","GRMWIP00",2035,8.74073004193602
"Greece","GRMWIP00",2036,10.624894553191
"Greece","GRMWIP00",2037,11.168512121191
"Greece","GRMWIP00",2038,11.571980597393
"Greece","GRMWIP00",2039,11.571980597393
"Greece","GRMWIP00",2040,11.571980597393
"Greece","GRMWIP00",2041,11.571980597393
"Greece","GRMWIP00",2042,11.5288928085677
"Greece","GRMWIP00",2043,11.4661004050895
"Greece","GRMWIP00",2044,11.4369197219591
"Greece","GRMWIP00",2045,11.3816520823069
"Greece","GRMWIP00",2046,11.3263844426547
"Greece","GRMWIP00",2047,11.2711168030025
"Greece","GRMWIP00",2048,11.2245448155243
"Greece","GRMWIP00",2049,9.582979848593
"Greece","GRMWIP00",2050,9.56275874197992
"Greece","GRMWIP01",2019,0
"Greece","GRMWIP01",2020,0
"Greece","GRMWIP01",2021,0
"Greece","GRMWIP01",2022,0
"Greece","GRMWIP01",2023,0
"Greece","GRMWIP01",2024,0
"Greece","GRMWIP01",2025,0
"Greece","GRMWIP01",2026,0
"Greece","GRMWIP01",2027,0
"Greece","GRMWIP01",2028,0.154822358737772
"Greece","GRMWIP01",2029,0.744892454737772
"Greece","GRMWIP01",2030,1.10280794481483
"Greece","GRMWIP01",2031,1.41816362807716
"Greece","GRMWIP01",2032,1.57125969121355
"Greece","GRMWIP01",2033,1.60237373708862
"Greece","GRMWIP01",2034,1.42047645391222
"Greece","GRMWIP01",2035,1.26531580384606
"Greece","GRMWIP01",2036,3.86383439073777
"Greece","GRMWIP01",2037,4.04848103910592
"Greece","GRMWIP01",2038,4.60135493547265
"Greece","GRMWIP01",2039,4.79773848037617
"Greece","GRMWIP01",2040,4.67814705128399
"Greece","GRMWIP01",2041,4.58605096441429
"Greece","GRMWIP01",2042,4.553672256
"Greece","GRMWIP01",2043,4.52482791657455
"Greece","GRMWIP01",2044,4.51883654822672
"Greece","GRMWIP01",2045,4.49327996248759
"Greece","GRMWIP01",2046,4.46772337674846
"Greece","GRMWIP01",2047,4.44216679100933
"Greece","GRMWIP01",2048,4.42313194440064
"Greece","GRMWIP01",2049,4.57584491649777
"Greece","GRMWIP01",2050,4.553672256
"Greece","GRNG00I00",2019,606.47649555922
"Greece","GRNG00I00",2020,395.483542827909
"Greece","GRNG00I00",2021,548.481320480612
"Greece","GRNG00I00",2022,946.052920753766
"Greece","GRNG00I00",2023,1039.92129676114
"Greece","GRNG00I00",2024,879.886437662826
"Greece","GRNG00I00",2025,672.366870450605
"Greece","GRNG00I00",2026,593.541737710987
"Greece","GRNG00I00",2027,513.41260497137
"Greece","GRNG00I00",2028,425.639602582248
"Greece","GRNG00I00",2029,311.216409978589
"Greece","GRNG00I00",2030,275.803334687854
"Greece","GRNG00I00",2031,247.723240545027
"Greece","GRNG00I00",2032,169.705269935833
"Greece","GRNG00I00",2033,113.571753168841
"Greece","GRNG00I00",2034,43.7676438336794
"Greece","GRNG00I00",2035,0
"Greece","GRNG00I00",2036,0
"Greece","GRNG00I00",2037,0
"Greece","GRNG00I00",2038,0
"Greece","GRNG00I00",2039,0
"Greece","GRNG00I00",2040,0
"Greece","GRNG00I00",2041,0
"Greece","GRNG00I00",2042,0
"Greece","GRNG00I00",2043,0
"Greece","GRNG00I00",2044,0
"Greece","GRNG00I00",2045,0
"Greece","GRNG00I00",2046,0
"Greece","GRNG00I00",2047,0
"Greece","GRNG00I00",2048,0
"Greece","GRNG00I00",2049,0
"Greece","GRNG00I00",2050,0
"Greece","NGCHPPWR",2019,0
"Greece","NGCHPPWR",2020,0
"Greece","NGCHPPWR",2021,0
"Greece","NGCHPPWR",2022,0
"Greece","NGCHPPWR",2023,0
"Greece","NGCHPPWR",2024,0
"Greece","NGCHPPWR",2025,0
"Greece","NGCHPPWR",2026,0
"Greece","NGCHPPWR",2027,0
"Greece","NGCHPPWR",2028,0
"Greece","NGCHPPWR",2029,0
"Greece","NGCHPPWR",2030,0
"Greece","NGCHPPWR",2031,0
"Greece","NGCHPPWR",2032,0
"Greece","NGCHPPWR",2033,0
"Greece","NGCHPPWR",2034,0
"Greece","NGCHPPWR",2035,0
"Greece","NGCHPPWR",2036,0
"Greece","NGCHPPWR",2037,0
"Greece","NGCHPPWR",2038,0
"Greece","NGCHPPWR",2039,0
"Greece","NGCHPPWR",2040,0
"Greece","NGCHPPWR",2041,0
"Greece","NGCHPPWR",2042,0
"Greece","NGCHPPWR",2043,0
"Greece","NGCHPPWR",2044,0
"Greece","NGCHPPWR",2045,0
"Greece","NGCHPPWR",2046,0
"Greece","NGCHPPWR",2047,0
"Greece","NGCHPPWR",2048,0
"Greece","NGCHPPWR",2049,0
"Greece","NGCHPPWR",2050,0
"Greece","NGSPROD",2019,1.915
"Greece","NGSPROD",2020,0.711
"Greece","NGSPROD",2021,2.568
"Greece","NGSPROD",2022,2.7
"Greece","NGSPROD",2023,1.935
"Greece","NGSPROD",2024,1.62
"Greece","NGSPROD",2025,1.44
"Greece","NGSPROD",2026,1.44
"Greece","NGSPROD",2027,1.44
"Greece","NGSPROD",2028,1.44
"Greece","NGSPROD",2029,1.44
"Greece","NGSPROD",2030,1.44
"Greece","NGSPROD",2031,1.44
"Greece","NGSPROD",2032,1.44
"Greece","NGSPROD",2033,1.44
"Greece","NGSPROD",2034,1.44
"Greece","NGSPROD",2035,0
"Greece","NGSPROD",2036,0
"Greece","NGSPROD",2037,0
"Greece","NGSPROD",2038,0
"Greece","NGSPROD",2039,0
"Greece","NGSPROD",2040,0
"Greece","NGSPROD",2041,0
"Greece","NGSPROD",2042,0
"Greece","NGSPROD",2043,0
"Greece","NGSPROD",2044,0
"Greece","NGSPROD",2045,0
"Greece","NGSPROD",2046,0
"Greece","NGSPROD",2047,0
"Greece","NGSPROD",2048,0
"Greece","NGSPROD",2049,0
"Greece","NGSPROD",2050,0
"Greece","OILPROD",2019,48.351
"Greece","OILPROD",2020,17.062
"Greece","OILPROD",2021,27.55
"Greece","OILPROD",2022,27.968
"Greece","OILPROD",2023,28.386
"Greece","OILPROD",2024,28.804
"Greece","OILPROD",2025,29.222
"Greece","OILPROD",2026,28.842
"Greece","OILPROD",2027,28.424
"Greece","OILPROD",2028,28.006
"Greece","OILPROD",2029,27.626
"Greece","OILPROD",2030,27.208
"Greece","OILPROD",2031,0
"Greece","OILPROD",2032,0
"Greece","OILPROD",2033,0
"Greece","OILPROD",2034,0
"Greece","OILPROD",2035,0
"Greece","OILPROD",2036,0
"Greece","OILPROD",2037,0
"Greece","OILPROD",2038,0
"Greece","OILPROD",2039,0
"Greece","OILPROD",2040,0
"Greece","OILPROD",2041,0
"Greece","OILPROD",2042,0
"Greece","OILPROD",2043,0
"Greece","OILPROD",2044,0
"Greece","OILPROD",2045,0
"Greece","OILPROD",2046,0
"Greece","OILPROD",2047,0
"Greece","OILPROD",2048,0
"Greece","OILPROD",2049,0
"Greece","OILPROD",2050,0
"Greece","PUMP",2019,0
"Greece","PUMP",2020,0
"Greece","PUMP",2021,0
"Greece","PUMP",2022,0
"Greece","PUMP",2023,0
"Greece","PUMP",2024,0
"Greece","PUMP",2025,0
"Greece","PUMP",2026,0
"Greece","PUMP",2027,0
"Greece","PUMP",2028,0
"Greece","PUMP",2029,0
"Greece","PUMP",2030,0
"Greece","PUMP",2031,0
"Greece","PUMP",2032,0
"Greece","PUMP",2033,0
"Greece","PUMP",2034,0
"Greece","PUMP",2035,0
"Greece","PUMP",2036,0
"Greece","PUMP",2037,0
"Greece","PUMP",2038,0
"Greece","PUMP",2039,0
"Greece","PUMP",2040,0
"Greece","PUMP",2041,0
"Greece","PUMP",2042,0
"Greece","PUMP",2043,0
"Greece","PUMP",2044,0
"Greece","PUMP",2045,0
"Greece","PUMP",2046,0
"Greece","PUMP",2047,0
"Greece","PUMP",2048,0
"Greece","PUMP",2049,0
"Greece","PUMP",2050,0
"Greece","PWRHYDR",2019,0
"Greece","PWRHYDR",2020,0
"Greece","PWRHYDR",2021,0
"Greece","PWRHYDR",2022,0
"Greece","PWRHYDR",2023,0
"Greece","PWRHYDR",2024,0
"Greece","PWRHYDR",2025,0
"Greece","PWRHYDR",2026,0
"Greece","PWRHYDR",2027,0
"Greece","PWRHYDR",2028,0
"Greece","PWRHYDR",2029,0
"Greece","PWRHYDR",2030,0
"Greece","PWRHYDR",2031,0
"Greece","PWRHYDR",2032,0
"Greece","PWRHYDR",2033,0
"Greece","PWRHYDR",2034,0
"Greece","PWRHYDR",2035,0
"Greece","PWRHYDR",2036,0
"Greece","PWRHYDR",2037,0
"Greece","PWRHYDR",2038,0
"Greece","PWRHYDR",2039,0
"Greece","PWRHYDR",2040,0
"Greece","PWRHYDR",2041,0
"Greece","PWRHYDR",2042,0
"Greece","PWRHYDR",2043,0
"Greece","PWRHYDR",2044,0
"Greece","PWRHYDR",2045,0
"Greece","PWRHYDR",2046,0
"Greece","PWRHYDR",2047,0
"Greece","PWRHYDR",2048,0
"Greece","PWRHYDR",2049,0
"Greece","PWRHYDR",2050,0
